,korean,english
7907,"안녕하세요, 이번 달 회비가 입금되지 않아서 연락드립니다.","Hello, I am calling because you didn't pay this month's fee yet."
7908,안녕하세요. 혹시 회의 시작 전에 잠깐 통화 좀 해도 될까요?,Hello. May I talk for a moment before the meeting begins?
7909,그런데 오늘 점수가 어떻게 되세요?,By the way what was your score today?
7910,가장 친절해보이는 사람의 줄에 서겠어요.,I'll get in the kindest looking officer's line.
7911,제가 사전 조사를 철저히 해서 회의를 2시간 안에 끝내도록 하겠습니다.,I will thoroughly proceed with preliminary research and finish the meeting within 2 hours.
7912,이 기념품은 세관에 신고해야 해요.,You'll be required to declare these souvenirs at customs.
7913,여기서 마르코 폴로 공항까지 가는데 몇 시간이 걸리나요?,How long does it take to Marco Polo Airport from here?
7914,우리는 기본적으로 송장에 수수료라는 단어를 사용하지 않아요.,"Basically we don't use the word ""fee"" in invoice."
7915,저희는 수입 골프채만 취급하는 가게이니 당연하죠.,"We only sell imported golf clubs, so of course."
7916,이번에는 그럴일 없을거야. 실패에서 배우는거지.,Wouldn't it be okay since the ticket doesn't have any time limit anyway?
7917,지하 편의점은 24시간 운영합니다. 항상 열려있어요.,The convenience store on the basement opens 24 hours a day. It's always open.
7918,저의 스토아에서 이스라엘 분 들이 많이 구입해요.,Lots of Israel people purchase things from our store.
7919,다음에는 꼭 예약하고 와주시면 바로 상담하실 수 있을 거예요. ,Please make a reservation next time so that you'll get consulted right away.
7920,우리는 그녀의 아름다운 목소리를 다시는 듣지 못할 것이에요.,We will never be able to hear her beautiful voice.
7921,지금 이 사이트가 신뢰성있게 운영이 되고 있는건가요?,Now is this website being operated reliably?
7922,이 드레스 가격 좀 알려 주시겠어요?,Can you tell me the price of this dress?
7923,그렇지만 앞으로 이 말을 많이 할까 해요.,But I think I will say this a lot from now on.
7924,회사 직원 중 아들의 결혼식이 있어서 가는 중이에요.,I am on my way to a wedding ceremony of a colleague's son.
7925,"가족 여행은 맞는데, 미국이 아니라 캐나다로 여행가.","Yes, it is a family trip, but to Canada, not to the U.S."
7926,목표 달성을 위해 끊임없이 발전하겠어요.,I'll continue to improve to achieve the goals.
7927,다음에 한국에 오시면 우리 집에서 주무세요.,Sleep in our home if you come to Korea later.
7928,이것은 파라오의 힘을 사자의 강한 모습으로 표현한 것이라고 해요.,This strong lion represents the power of Pharaoh.
7929,고객의 요구에 적극적으로 응해라.,Active in response to customer demand.
7930,서로 파트너가 된 지도 10년이 넘었네요.,It's already been more than 10 years since we partnered up.
7931,이런 기회를 주어 매우 감사해요.,Thank you for giving me this opportunity.
7932,스트레스를 풀기위해 매운음식을 먹어.,I have spicy foods to relieve stress.
7933,전 복권으로 100만 엔을 벌었어요.,I won a million yen in the lottery.
7934,조금 전까지 화장실에서 들고 있지 않았어?,Didn't you hold it in the bathroom a while ago?
7935,오늘 아침에 인턴 면접을 보고 왔어. 너무 피곤하다.,"I just had an intern interview this morning, so I'm exhausted."
7936,아우 분통 터져. 어떻게 거기에서 골을 먹히냐고!,I am enraged. How can you concede a goal there?
7937,품질이 안 좋아서 문제를 제기해요.,I put in a demurrer for the bad quality.
7938,지금 주류에서 150달러 이상 구매하면 5달러를 할인하고 있어요.,"For liquors, right now, a 5-dollar discount is available if you purchase over 150 dollars."
7939,빠른 처리와 답변 기대하겠어요.,I'm looking forward to quick handling and reply.
7940,실적은 회계연도 기준으로 보고하셔야 합니다.,You need to report the performances based on the fiscal year.
7941,그러면 한국에 꼭 올 필요는 없잖아.,So you don't really have to come to korea.
7942,솔직히 말씀드려 대답을 못 하겠어요.,"To be honest with you, I can't give you an answer."
7943,나의 딸 들은 강남구에서 재일 똑똑해요.,My daughters are the smartest in Gang Nam gu.
7944,어떤 방법이든 가능하면 빨리 받을수 있는쪽으로 진행해주세요.,"In any way, I want to receive it as soon as possible."
7945,벌써 농장에서의 마지막 날이 되었네요.,It's already the last day in farm.
7946,핸드폰 구입하면 나에게 번호를 알려주세요.,"If you buy a phone, tell me your number."
7947,여기가 맞는데 조금 전에 떠났어요. 30분 후에 다시 올 거예요.,"This is the right place, but the bus left just a moment ago. It'll be back in half an hour."
7948,오늘 교수님이 하신 말씀에 대해서 어떻게 생각해?,What do you think of the professor's comment today?
7949,갈 수 있지 않을까? 내가 인포메이션에 가서 물어보고 올게.,Can't we? I will go ask the information desk.
7950,또래보다 좋은 경험을 가지고 있어.,I have better experience than those of my age.
7951,당신이 어떤 집에 살고 있는지 보고 싶어요.,I'd like to see what kind of place you live in.
7952,글쎄 넌 인터넷으로 물건을 사지 않아.,"Well, you don't buy goods on the internet."
7953,우리가 노력을 한다면 자연과 동물 들을 지킬 수 있어.,"If we try, we can preserve the nature and animals."
7954,당신 자신이 믿을 만한 사람이라고 생각하시나요?,Do you think you are a reliable person?
7955,면회는 하루에 한번만 가능해요.,Only one visiting is allowed each day.
7956,좋은 브랜드의 옷은 품질도 좋고 서비스도 좋아요.,Good brand of clothes have good quality and service.
7957,"네, 공원 안에 공원 전용 버스가 돌아다닙니다.","Yes, there is a bus just for going around the park. "
7958,휴대폰 케이스를 사보는 건 어때?,Why don't you get a new phone case?
7959,정말? 숨기고 있었던 거네!,Really? He's been hiding it!
7960,나는 의료 용구로 수입된 제품이 필요해요.,I need an imported product for medical devices.
7961,일본풍의 여관에서 묵어 보신 적이 있으세요?,Have you ever stayed in a Japanese style inn?
7962,"호텔 1층에 있는 카페를 이용하고 싶은데요, 언제 문을 여나요?",I'd like to use the café on the first floor of the hotel. When does it open?
7963,우리 팀은 회계 리포트를 만들어야 해요.,My team have to make accounting paper.
7964,그녀가 결혼을 했다면 캄보디아에 갈 필요가 없어요.,"If she is married, she does not need to go to Cambodia."
7965,주말에 놀러 가는데 차 렌트할 돈이 남았나요?,Do you have any money left to rent a car for the weekend?
7966,사실 저도 집에서 안 건데 여기 소매가 뜯어졌어요.,"Actually, I found out at home, but the sleeves here are torn."
7967,한국의 유명한 수박과 토마토를 살 수 있어.,You can buy the famous watermelon and tomatoes in Korea.
7968,"네, 급여에 대해서는 제가 인터뷰해 보겠습니다.","Yes, I will interview her about the pay.        "
7969,그녀는 호텔룸을 빠져나와서 산책을 갔어요.,She sneaked out of her hotel room and went for a walk.
7970,친구 들과 즐거운 파티가 되었나요?,Did you enjoy the party with your friend?
7971,"그럼요, 제가 복장 단정히 하고 자기 자리 주변을 정리하라고 말하겠습니다.","Of course, I'll tell them to neatly dress up and clean the surroundings of their seats."
7972,나머지를 너의 새 통장에 넣을 것이에요.,I will put the rest into your new bank account.
7973,A 코스는 비교적 자유로운 코스이며 식사는 개인이 할 수 있도록 자유시간이 제공됩니다.,The A course is a relatively free course which provides free time so that you can have your meals individually.
7974,그래야 세율을 적용 받을 수 있어요.,"So, the tax rate can be applied on your case."
7975,남편이 육아하는 예능도 새로 생겼네. ,There is a new variety show of the husband taking care of the children.
7976,"네, 앞으로는 인스타그램에 올라오는 글은 모두 믿으면 안 되겠습니다.","Yes, it seems you shouldn't trust the posts on Instagram."
7977,나는 내가 원하는 나라로 여행갔어.,I travelled the country where I wanted.
7978,나는 네가 왜 스케줄을 변경했는지 알고 싶어.,I want to know why you changed the schedule.
7979,제 아르바이트가 10시에 끝나는데 그때도 괜찮으면 좋아요!,"If it's okay after I'm done with work at 10, I'm down!"
7980,"네, 가능합니다만 지금은 해당 스파가 청소 중이라서 20분 후부터 이용 가능해요. ","Yes, it's possible, but it's being cleaned now. You may use it in 20 minutes."
7981,이번주 목요일 약간의 문제가 생겼어요.,I have some problems to take care of this Thursday.
7982,저는 파일을 불러오는 기능이 필요해요.,I need a function that can retrieve files.
7983,이렇게 그들은 용기 있는 일을 했어요.,They did courageous work like this.
7984,주로 어떤 크기로 상품이 제작되어지나요?,What is the normal size of the product?
7985,비빔밥은 가장 한국적인 전통 음식이에요.,Bibimbob is the most traditional food of south korea.
7986,앞으로 좋은 일만 가득하길 바래요.,I wish you all the very best for the future.
7987,그 때 당신과 당신의 친구들을 초대하고 싶어요.,I would like to invite you and your friends then.
